Unnamed: 0,track_id,artists,album_name,track_name,popularity,duration_ms,explicit,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,track_genre,cluster_label
9998,5BtFkPust4wifo9KOThNGI,Cidade Negra;Lulu Santos,Quanto Mais Curtido Melhor,Sábado a Noite (feat. Lulu Santos),42,267306,0.0,0.773,0.94,1,-5.303,0,0.0792,0.193,0.0,0.19,0.887,97.135,4,brazil,0
30966,1z1XegUChLLQfcbtIK8ABn,Gryffin;Maia Wright,Body Back (feat. Maia Wright),Body Back (feat. Maia Wright),64,214634,0.0,0.686,0.83,8,-4.437,1,0.0369,0.0948,1.33e-06,0.182,0.486,123.032,4,edm,0
88149,5n5VSFQ1npojFIMUihcj33,KAROL G;J Balvin;Nicky Jam,Última Misión Reggaeton,Mi Cama - Remix,0,196320,0.0,0.815,0.784,9,-4.423,1,0.0738,0.299,0.0,0.0958,0.832,162.958,4,reggae,0
11150,2DuPBbS5mIldXnh7Wum8Cy,Adele,30,My Little Love,70,389107,0.0,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865,4,british,0
73318,0A5mmNP2Lk8mfCJjWWQvz7,Droplex,Bangara,Bangara - Original Mix,40,255000,0.0,0.952,0.573,3,-5.451,0,0.181,0.0156,0.45,0.0984,0.128,127.993,4,minimal-techno,0
71800,2aZrppfOAxTAGoTAQPBCf4,GALNERYUS,TVアニメ「HUNTERxHUNTER」 キャラクターソング集 ~天空闘技場編~,HUNTING FOR YOUR DREAM (TVサイズ),54,80960,0.0,0.386,0.928,11,-3.774,1,0.0741,0.0165,0.0,0.333,0.922,176.004,4,metal,0
78312,3rFIFzR5zOrrH4jgLTqkmM,Die Flippers,Die Flippers - 2 in 1 (Liebe ist...Vol.1/Liebe ist...Vol. 2),Santo Domingo,32,160106,0.0,0.745,0.583,5,-9.381,1,0.0264,0.311,0.0,0.107,0.85,110.978,4,party,0
37377,3dJajkgfSOT6TUYdobJgbz,James Brown,Fiesta temática 60s,Christmas In Heaven,0,173559,0.0,0.456,0.396,11,-8.708,0,0.0273,0.184,0.00127,0.494,0.189,81.858,3,funk,0
12208,57jgqH9etSfTvIJ7qYN1o5,Shiga Lin,到此為止,到此為止,54,261571,0.0,0.566,0.292,8,-11.589,1,0.0312,0.621,4.05e-06,0.152,0.396,135.818,4,cantopop,0
44955,4OIFIhRhT2XRCqsvJASYSx,julie,starjump/kit,kit,56,223610,0.0,0.234,0.633,5,-7.585,1,0.0301,0.000817,0.581,0.118,0.294,153.675,4,grunge,0
59519,4TSbFsm58BmyRbhUDGFJRc,ArtSaves,Chimera,Jabir In Lab,0,186250,0.0,0.123,0.907,0,-8.194,1,0.0869,0.192,0.936,0.234,0.0752,86.817,4,iranian,0
68553,4tYFy8ALRjIZvnvSLw5lxN,Bad Bunny;Rauw Alejandro,Un Verano Sin Ti,Party,90,227628,0.0,0.829,0.799,9,-5.389,1,0.0897,0.0151,0.000543,0.242,0.471,97.013,4,latino,0
105635,3VxYy6Crp6L286kkZkQbjP,DGHTR,Planet Side,Planet Side,8,136666,0.0,0.716,0.396,2,-8.186,1,0.0707,0.33,0.816,0.104,0.284,144.036,4,study,0
101899,7dwSZfYZgdwiYO3s4VBU61,White Noise Baby Sleep,White Noise for Sleeping Babies,Constant Broad Spectrum Noise Loop to Drown Out Sounds & Loud City Noises,62,593502,0.0,0.0532,2.03e-05,8,-17.995,0,0.0807,1.11e-06,0.279,0.417,1e-05,58.621,4,sleep,0
105739,2xiEEIe7VqeOlGP6yjwq6K,Nathan Kawanishi,Lush Loops,Kizutsuita,8,104076,0.0,0.81,0.651,9,-9.005,0,0.0515,0.188,0.311,0.106,0.875,129.918,4,study,0
51986,21Rm35JATSSdA41rl7Qf8V,Don Omar;Zion & Lennox,Carrete con besties,Te Quiero Pa´Mi,0,212026,0.0,0.765,0.816,1,-3.99,1,0.0595,0.124,8.19e-05,0.197,0.624,89.005,4,hip-hop,0
101917,5rM598FC5tn36ucv89ArTj,Nature Sounds,Loopable Rain Sounds,Early Morning Rain,32,166000,0.0,0.117,0.999,1,-17.796,1,0.121,0.307,0.578,0.479,0.00104,95.884,3,sleep,0
100135,3stXtR4dTYiGjYhG2gNepu,Panteon Rococo,Compañeros Musicales,Dime,43,230400,0.0,0.753,0.919,7,-6.98,1,0.0448,0.0162,0.0178,0.0368,0.83,136.019,4,ska,0
107983,00nsjCr5DOE66aoBRsiOCd,ICEHOUSE,Icehouse In Concert (Live),Icehouse - Live,23,292965,0.0,0.583,0.628,6,-10.54,1,0.0312,0.00135,0.00373,0.943,0.0767,119.258,4,synth-pop,0
4570,692WzQOVroAAR4yq6ZPHgC,Tracey Chattaway,Nightsky,Nightsky,38,319694,0.0,0.113,0.271,5,-12.944,0,0.0348,0.289,0.929,0.105,0.0469,177.119,3,ambient,0
109950,5v6eZ0jEqgmffx0qGha0yr,Duke Dumont;Say Lou Lou,Duality,Nightcrawler,47,197288,0.0,0.744,0.699,0,-6.63,1,0.0517,0.00369,0.000234,0.402,0.508,117.99,4,techno,0
20968,6mdNaF8hJu60XXXXyRLApe,Joel Corry;Mabel,Back to School!,I Wish,0,181728,0.0,0.686,0.856,9,-2.717,0,0.0426,0.0896,0.0,0.0648,0.733,123.997,4,dance,0
49475,0dlQoYkyqzk3q6NThqmFzr,Headhunterz;Abject,End Of My Existence / Scantraxx Rootz,End Of My Existence - Original Mix,23,329624,0.0,0.612,0.708,1,-8.011,1,0.0833,0.0105,0.0254,0.0508,0.366,143.038,4,hardstyle,0
61359,2ShA0xOaEjHwYskbBdszgk,MAX,MAXIMUM COLLECTION,銀河の誓い,24,299300,0.0,0.635,0.87,2,-4.679,1,0.0306,0.0131,8.92e-06,0.384,0.214,134.05,4,j-idol,0
15821,6KAHkWzY0RhDLXDazqz9GM,Tomppabeats,Harbor,Emotional Crank,51,74594,0.0,0.726,0.329,9,-10.583,1,0.0929,0.908,0.00943,0.36,0.346,148.102,4,chill,0
7867,1SyymAf7gT0hJRB1HzWURI,Sarah Jarosz,Undercurrent,Still Life,22,173613,0.0,0.494,0.338,8,-7.637,0,0.0308,0.725,0.0,0.128,0.459,142.207,4,bluegrass,0
90355,3lWuagNhAzcqOikD5KnBku,The Everly Brothers,The Golden Hits of The Everly Brothers,Crying in the Rain,58,120306,0.0,0.61,0.379,2,-9.381,1,0.0278,0.622,0.0,0.144,0.48,97.166,4,rock-n-roll,0
83985,3otra9el4GhzYrql7RGjGc,Vicetone,Always Running,Always Running,50,178537,1.0,0.677,0.86,6,-2.707,0,0.0376,0.497,0.00756,0.156,0.463,121.005,4,progressive-house,0
39394,7EgeaOlqFU4r00QeCv7fOR,Gestört aber GeiL;Anna Grey,Frühstücksmusik Herbst/Winter 2022/2023,Thank You,0,197866,0.0,0.833,0.327,9,-8.34,0,0.0699,0.255,0.0,0.157,0.321,122.015,4,german,0
81694,3PWYDDiIbO4gTPArrAtir0,Lana Del Rey,Frühstücksmusik Herbst/Winter 2022/2023,Brooklyn Baby,0,351640,1.0,0.378,0.664,1,-6.698,1,0.0407,0.542,0.00397,0.11,0.0941,106.316,4,pop,0
57814,5fv2dx3jfxxX8Gqvzl6TjI,Frizzell D'souza,Foolish Once Again,Foolish Once Again,42,243692,0.0,0.474,0.188,4,-13.749,1,0.0295,0.893,0.156,0.0961,0.167,129.797,4,indie,0
105891,707PZGDkSagq6qmceovsLp,Beat Oven,Superpad,Hawaiian Organ Donor,28,84923,0.0,0.71,0.0816,2,-13.742,0,0.0605,0.748,0.935,0.104,0.47,65.035,4,study,0
58369,31rnnZ6CHu9ouzDaoSDyON,(Hed) P.E.,Only In Amerika,Cbc,26,212906,1.0,0.591,0.961,1,-5.157,1,0.246,0.0165,0.0,0.828,0.55,139.897,4,industrial,0
61074,3J6pnunAEOwMH0sk1KGCkG,Nogizaka46,逃げ水 (Special Edition),未来の答え,30,325213,0.0,0.466,0.829,4,-2.441,1,0.0345,0.0601,3.42e-06,0.372,0.698,146.021,4,j-idol,0
100555,3wPLQuX4eXbyWfKshEnoON,Nonpalidece,Nuevo Día,Abre Tus Ojos,37,217240,0.0,0.622,0.48,6,-11.738,0,0.105,0.291,0.00153,0.726,0.926,171.905,4,ska,0
7891,03NrZOefZfWWtiDpNMyc1J,Old & In The Way,Breakdown,Old & In The Way Breakdown,20,227133,0.0,0.435,0.507,0,-16.153,1,0.0348,0.397,0.904,0.837,0.913,152.403,4,bluegrass,0
108571,162r9XHCME8puEY5Divn2D,Carlos Gardel,"Essential Classics, Vol. 9: Carlos Gardel (Remastered 2022)",Melodía de Arrabal (Remastered 2022),19,157839,0.0,0.688,0.242,10,-11.545,1,0.0757,0.993,2.36e-06,0.0998,0.6,123.172,4,tango,0
101579,0AFdSFGAm3ELYUJUxDVNbC,White Noise Sleep Sounds;Ambiente;Deep Sleep Meditation,Plane Cabin,Aeroplane White Noise,35,136713,0.0,0.123,0.77,9,-20.507,1,0.0506,0.758,0.225,0.11,0.0197,146.748,4,sleep,0
47506,5gZvCXCk93m6PE2kWJIV0s,Charlie Brown Jr.,"Ritmo, Ritual E Responsa",Beco Sem Saída,39,237240,0.0,0.516,0.538,8,-11.22,1,0.0287,0.129,0.000108,0.131,0.421,151.056,4,hard-rock,0
17372,6wv6Knl7cmtWcJTYgY4x8D,DJ Taj;DJ Sliink;Big O,Best Friend Anthem,Best Friend Anthem,19,142633,1.0,0.946,0.93,1,-3.173,1,0.185,0.111,0.0,0.0906,0.616,138.047,4,club,0
41275,6X4SWrZpylWclBbl7iK3Gw,Håkan Hellström,"Nåt gammalt, nåt nytt, nåt lånat, nåt blått",Går vidare,28,334333,0.0,0.348,0.389,3,-7.831,1,0.0292,0.9,0.355,0.108,0.148,170.34,4,goth,0
92865,6U4FfDDSysMWEjNqcCM6nO,Elvis Presley,Elvis 30 #1 Hits (Expanded Edition),All Shook Up,52,118066,0.0,0.665,0.668,10,-6.356,1,0.168,0.837,0.0,0.192,0.938,73.851,4,rockabilly,0
16753,4NmrKzS26IiOpPyPZ1EHqv,Wolfgang Amadeus Mozart;Raphael Pichon;Sabine Devieilhe;Ensemble Pygmalion,Die Königin der Nacht: Mozart-Arien aus Die Zauberflöte u.a.,"Popoli di Tessaglia... Io non chiedo, eterni dei, K. 316",13,610320,0.0,0.302,0.147,0,-15.791,1,0.0492,0.964,0.00314,0.0677,0.0578,91.048,4,classical,0
24728,4MYlNeJmmZeU3rsRdRIiQM,Aux 88,Mad Scientist Remixes Vol. 2,Electronic Robots - Dynamik Bass System,4,337058,0.0,0.701,0.609,4,-10.984,1,0.0491,0.000128,0.839,0.113,0.277,135.987,4,detroit-techno,0
33897,52pOPJgFEd8QkjyKZ3rqe6,CPM 22,CPM22 - 20 Anos,Não Sei Viver Sem Ter Você,34,228386,0.0,0.452,0.902,7,-4.23,1,0.0536,0.0011,0.0,0.08,0.605,97.223,4,emo,0
58477,0BmV8OlrvNbLbu9ZmIpdvg,Area 11,All the Lights in the Sky,Dream & Reality,24,230733,0.0,0.478,0.992,4,-3.792,1,0.112,0.014,0.0,0.272,0.611,178.026,4,industrial,0
36516,5l3Grgdq66KpZAopeBHF01,Prigida,Early Thoughts,Our House,55,156000,0.0,0.692,0.651,10,-8.68,1,0.163,0.475,0.189,0.0838,0.224,114.014,4,french,0
21325,4aX1l1agOXB5JMs93kIRrt,Apache Indian,Time For Change,Om Numah Shivaya,2,266480,0.0,0.757,0.723,1,-3.783,0,0.046,0.13,8.74e-06,0.0589,0.399,74.985,4,dancehall,0
51502,5k38wzpLb15YgncyWdTZE4,G-Eazy;Halsey,The Beautiful & Damned,Him & I (with Halsey),79,268866,1.0,0.589,0.731,2,-6.343,1,0.0868,0.0534,0.0,0.308,0.191,87.908,4,hip-hop,0
1059,0afpxm7xkeXwj7KYzmS5Uc,Criolo,Viva Tim Maia,Me Dê Motivo,33,267853,0.0,0.864,0.623,5,-5.966,1,0.0344,0.452,0.00967,0.105,0.84,132.008,4,afrobeat,0
67929,7B971ydA6ONKNRNbNIGF1i,Paty Cantú;Erik Rubin,Halloween 2022 Pop Vol. 2,Quiero Tenerte,0,231440,0.0,0.546,0.46,1,-6.356,1,0.0261,0.0422,0.0,0.139,0.27,143.947,3,latin,0
80651,1gEHNfJRSXpDVaEicwRRfe,Amit Trivedi,Lootera,Zinda,58,241962,0.0,0.493,0.418,9,-9.693,1,0.0261,0.436,0.102,0.104,0.22,89.982,4,pop-film,0
112544,57STxTnU6IFigeip8MxBJC,Saian,Dilimizi Biliyor,Feleğin Çemberine 40 Kurşun,40,193104,0.0,0.744,0.785,8,-7.417,1,0.36,0.11,4.87e-06,0.0989,0.732,87.952,4,turkish,0
6223,5RqXWlzFcJRVa0Pcm9oot7,Bewitcher,Cursed Be Thy Kingdom,Valley of the Ravens,21,323813,0.0,0.418,0.939,7,-5.151,1,0.0481,0.0075,0.0,0.329,0.567,109.221,4,black-metal,0
18362,0QiQL2iNZJar8XquthMZyI,Simon King,As Good As Or Better Than,Let's All Hate Steve,22,154635,1.0,0.699,0.766,2,-7.084,1,0.784,0.658,0.0,0.744,0.79,105.428,3,comedy,0
95876,0dfKQSS9o3pfSducqHXaCy,Víctor Manuelle,Victor Manuelle Desde El Carnegie Hall,Tengo Ganas - Live Carnegie Version,27,406440,0.0,0.368,0.889,9,-5.385,0,0.135,0.599,0.000226,0.861,0.284,83.106,5,salsa,0
59535,4e2hsHoSjgMYDDcJYZdRh4,Alireza Mashayekhi,Persian Electronic Music Yesterday And Today1966-2006,"Mithra, Op.90",1,624266,0.0,0.205,0.186,2,-18.315,1,0.0469,0.979,0.909,0.0889,0.0336,72.288,3,iranian,0
85502,3SFXsFpeGmBTtQvKiwYMDA,The Offspring,Americana,Pretty Fly (For A White Guy),75,188666,0.0,0.723,0.895,11,-3.707,0,0.102,0.088,0.0,0.0717,0.963,143.373,4,punk-rock,0
66880,6oFcFqdYGKuwi53SficozY,Cupid;Level;Mr Phat,Capricorn 2,I Like the Way You Move,8,240000,0.0,0.792,0.646,5,-10.211,0,0.217,0.0178,0.0,0.166,0.679,79.993,4,kids,0
70373,1bkdJsC4ZWDo8j8ekJWMeD,Jess Lee,感謝愛人,煎熬,54,262026,0.0,0.379,0.39,11,-6.597,1,0.0299,0.465,6.14e-06,0.0943,0.154,139.197,4,mandopop,0
17322,1LOmRBg3chULvqcTYGsdpu,SWARM,The End of All Things,The End of All Things,40,319789,1.0,0.361,0.968,0,-3.985,1,0.383,0.000412,0.00392,0.108,0.297,149.512,4,club,0
48750,35qqlB0qxxQi1H4doCW5gm,The Coming Weak,The Coming Weak,Take It Back,22,168973,0.0,0.197,0.898,4,-3.183,0,0.0794,0.000108,0.0404,0.268,0.363,177.062,4,hardcore,0
85943,3xDfRWPT7Bsnh1sXHLuEhZ,Pidżama Porno,Marchef w butonierce,Marchef w butonierce,35,206560,0.0,0.456,0.961,9,-6.749,1,0.0854,0.0459,0.00454,0.333,0.709,128.879,4,punk-rock,0
78141,6JUhZLwHTWMu2yioKW9Cyg,Die Draufgänger,Layla sitzt dicht im Flieger,Cordula Grün,0,190000,0.0,0.841,0.759,10,-4.596,1,0.0575,0.177,0.0,0.0705,0.774,122.976,4,party,0
55291,7FsbfCdgaITFyfA51iur79,Mohan Kannan;Yashita Sharma,Pen Down With Amitabh Bhattacharya,"Chaandaniya (From ""2 States"")",56,247862,0.0,0.567,0.546,4,-8.316,1,0.0405,0.301,1.69e-06,0.129,0.401,113.806,4,indian,0
39710,1JTG90QL5rqh3979SGXgiJ,Lugatti;Lugatti & 9ine;Traya,Cansado,Ebertplatzblues,39,146131,1.0,0.846,0.398,8,-8.951,1,0.304,0.576,6.94e-06,0.139,0.628,118.241,4,german,0
87914,7ist7DxJe0wDmYcG52rpGC,Edwin Luna y La Trakalosa de Monterrey,De Monterrey a Sinaloa,Hoy Ya No Hicimos el Amor,41,187946,0.0,0.637,0.471,3,-6.995,1,0.0301,0.32,0.0,0.0956,0.803,143.859,4,r-n-b,0
105208,6pPdSiA17dUM773DCRFhUx,Jobii,Sheep Rotation,Scootaloo,38,147110,0.0,0.731,0.424,7,-6.664,0,0.259,0.36,0.000834,0.19,0.604,84.995,4,study,0
77654,70rMquxehq2J59PXgWxNNs,Grupo Revelação;Di Propósito,Revela Samba Beach (Segunda Onda),Que Saudade,43,211606,0.0,0.46,0.656,9,-6.96,0,0.0401,0.768,0.0,0.673,0.73,85.358,4,pagode,0
66383,7m7mAJ1pj99t0AzceCG3p2,The Party Cats,Kids Dance Party: Halloween Jams,This Is Halloween,13,196666,0.0,0.59,0.468,0,-7.58,0,0.0518,0.741,0.0,0.109,0.443,167.589,4,kids,0
2070,0T7DQlfcadEUEjxoHeQQaL,Zoé,Alternativo diferente latino,Labios Rotos - En Vivo,0,244866,0.0,0.582,0.755,11,-7.305,1,0.0288,0.0632,0.00658,0.931,0.311,109.061,4,alt-rock,0
31322,7eVu6eHWxdnQwCpTC2o3ZN,Charli XCX;Rina Sawayama,Hit After Hit,Beg for You,0,168053,0.0,0.788,0.945,9,-5.091,1,0.0599,0.223,2.97e-06,0.115,0.466,128.036,4,electro,0
89894,3ZOtlXjfQaT0z7pbzsowuV,Bayron Fire,La Chica de Nueva York,La Chica de Nueva York,40,177478,0.0,0.902,0.703,3,-6.119,0,0.0677,0.176,0.0,0.0344,0.967,118.979,4,reggaeton,0
31779,6XdHZr9iXdqc4Q76wtgbqr,Alec Benjamin,The Way You Felt,The Way You Felt,61,182810,0.0,0.872,0.52,0,-6.928,1,0.0618,0.715,0.0,0.0982,0.736,131.918,4,electro,0
42069,3Vj3q74awpdNuFLmtHJS0H,Discordance Axis,The Inalienable Dreamless (Reissue),The Third Children,17,136346,0.0,0.0921,0.924,11,-6.926,0,0.0902,3.76e-06,0.903,0.0407,0.0501,199.048,4,grindcore,0
69341,6iWZtvYc1UhaEzvS1ISHNT,Sachin Warrier,Philips & the Monkey Pen (Original Motion Picture Soundtrack),En Kanimalare,31,246000,0.0,0.569,0.258,7,-8.91,1,0.0313,0.922,6.12e-06,0.138,0.231,116.983,3,malay,0
73725,3fNPcoOk6SerKlfzcSligz,Claude VonStroke;Bruno Furlan,Dirtybird Campout East Coast Compilation,The Book Is On The Table,19,210557,0.0,0.878,0.465,4,-7.485,1,0.0568,0.0109,0.376,0.222,0.894,124.018,4,minimal-techno,0
20206,0GDAt9fPbs9tPqg2n4ne5u,Charlie Puth;Jung Kook,New Arrivals,Left and Right,0,154486,0.0,0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,4,dance,0
21381,1C15jtL0nGHoJg47V08gNS,Chronic Law,Emotion,Emotion,33,163582,0.0,0.536,0.735,11,-3.779,1,0.453,0.454,0.0,0.167,0.404,94.144,4,dancehall,0
41511,4KWzmHFYCmZAasa0qXlwX0,Ex-Voto,Anno Domini,Falling Apart,23,169280,0.0,0.472,0.932,11,-8.727,1,0.0457,0.0018,0.408,0.442,0.358,82.494,4,goth,0
103918,2DoHygz0t3WBEgXQKeA2QL,Lil Cobaine,Monday Magic,Monday Magic,61,146128,1.0,0.756,0.469,10,-9.328,0,0.0674,0.159,0.0351,0.111,0.617,138.048,3,soul,0
19039,7m0ZqFw6SHoAvtEccpMOs3,Creedence Clearwater Revival,Best 70s Rock Tunes,Hello Mary Lou,2,134440,0.0,0.633,0.674,9,-8.638,1,0.0348,0.0572,0.00154,0.0504,0.965,103.426,4,country,0
65846,5nIjOnMbC0QDMrYFLGx0yV,BLACKPINK,BLACKPINK IN YOUR AREA (Japanese Version),BOOMBAYAH - Japanese Version,62,240613,0.0,0.748,0.868,5,-2.296,0,0.0533,0.0225,4.85e-06,0.367,0.513,124.952,4,k-pop,0
7378,6d34dFS44aY9imSn4buqYr,Nickel Creek,This Side,House Carpenter,23,330560,0.0,0.57,0.187,11,-14.113,1,0.0375,0.76,0.0,0.121,0.51,86.991,4,bluegrass,0
43857,0zEgII9p4oF7pqF9ozPgTH,Mpirgkel,Bubbles (Remastered),Bubbles - Remastered,37,166857,0.0,0.71,0.576,1,-8.549,1,0.0771,0.0857,5.95e-06,0.093,0.0782,104.966,4,groove,0
52442,6b42V0AvjyRhGXsCod2nQe,Ray Price,Ray Price - 16 Biggest Hits,For The Good Times,14,228533,0.0,0.323,0.339,3,-11.011,1,0.0304,0.84,0.000123,0.326,0.469,82.635,4,honky-tonk,0
12896,3YC4FwGXLyjcn9zHGp1n3s,Claudia Koh,Chapter 0,830,19,203109,0.0,0.655,0.596,0,-8.145,1,0.062,0.54,4.36e-06,0.0817,0.543,141.426,4,cantopop,0
55652,65PWdf2OqMpaV9gowNBCfG,Swattrex;YOUNG AND BROKE;Lofi By Swattrex,Outside,Outside,0,104510,0.0,0.573,0.395,2,-12.491,1,0.0419,0.278,0.851,0.123,0.0768,120.187,4,indian,0
69875,4KSex9N56LdrHa98xP6fej,Franco,Vazhthunnu Njan (Christian Devotional Song),Dinavum Esuvinte Koode,20,351895,0.0,0.566,0.53,7,-7.315,1,0.0285,0.0619,5.32e-06,0.0929,0.568,144.015,4,malay,0
45729,0pTAEdockvKVSq1hhFqk7O,Little Symphony,Rialto Beach,Amager,22,133624,0.0,0.0,0.004,0,-28.326,1,0.0,0.97,0.959,0.109,0.0,0.0,0,guitar,0
46925,2KFMDMpszvRBxrIPSRXaxP,Party Animals,Good Vibrations,Wapperdewap,16,96412,0.0,0.619,0.793,0,-3.685,1,0.0566,0.165,0.179,0.449,0.251,163.428,4,happy,0
21065,1tdRPFfXoXEz62WI3rJyfq,Sean Paul,So Me Stay,So Me Stay,51,205188,0.0,0.806,0.686,5,-8.247,0,0.438,0.013,1.67e-06,0.188,0.464,119.521,5,dancehall,0
